task_id,task catefory,mode,user_prompt,input_data_ref,data_key,context_block,expected_capability,acceptance_metrics,evidence required,gold_ref,seed,time_limit_s,notes,expeted_tool_chain
DIFF-013,Diffusion,Full-Stack,Compute graph theory metrics from structural connectome,Structural connectome,,"Analyze white matter network using graph measures like efficiency, modularity, and small-worldness",graph_theory_tool; network_analysis,graph_metrics_computed; small_world_coefficient,graph_metrics.csv; network_viz.png,,,,,
DIFF-014,Diffusion,Full-Stack,Estimate axon diameter distribution using PGSE and OGSE sequences,Custom advanced DWI,,Model axon sizes using time-dependent diffusion with multiple gradient pulse sequences,axon_diameter_tool; advanced_model,axon_diameter_distribution; mean_diameter_map,axon_diameter.nii.gz; diameter_histogram.png,,,,,
DIFF-015,Diffusion,Full-Stack,Perform DWI distortion correction using B0 fieldmaps,Custom DWI + fieldmap,,Correct geometric distortions caused by magnetic susceptibility using field inhomogeneity maps,fsl_topup_tool; distortion_correction,distortion_corrected; fieldmap_applied,corrected_dwi.nii.gz; displacement_field.nii.gz,,,,,
DIFF-016,Diffusion,Full-Stack,Generate probabilistic maps of white matter tract spatial distribution,Custom multi-subject DWI,,Create population-average probability maps showing where specific tracts are likely to be found,tractography_tool; probabilistic_atlas,tract_probability_maps; population_variability,cst_probability.nii.gz; tract_overlap.nii.gz,,,,,
DIFF-017,Diffusion,Full-Stack,Compute mean kurtosis using diffusion kurtosis imaging (DKI),Custom DWI high-b,,Fit kurtosis model to capture non-Gaussian diffusion reflecting tissue complexity,dki_tool; dipy_tool,dki_fitted; mk_map_generated,dki_MK.nii.gz; dki_AK.nii.gz; dki_RK.nii.gz,,,,,
DIFF-018,Diffusion,Full-Stack,Perform virtual dissection of streamlines using ROI-based filtering,Tractogram + ROI masks,,Extract specific white matter pathways by filtering full tractogram through anatomical waypoint regions,tractogram_filtering_tool; virtual_dissection,pathways_isolated; streamline_count_per_tract,filtered_tracts.tck; tract_volumes.csv,,,,,
DIFF-019,Diffusion,Full-Stack,Build structural connectivity-based parcellation of thalamus,Custom DWI + thalamus mask,,Divide thalamus into subregions based on their white matter connectivity patterns to cortex,connectivity_based_parcellation; diffusion_tool,thalamus_parcellated; connectivity_fingerprints,thalamus_parcellation.nii.gz; connectivity_profiles.csv,,,,,
DIFF-020,Diffusion,Full-Stack,Compute connectome edge weights using SIFT2 for biologically accurate density,Tractogram + FOD,,Reweight streamlines to match underlying fiber density from FOD for more accurate connectomes,sift2_tool; mrtrix3_tool,sift2_weights_computed; connectome_reweighted,sift2_weights.txt; weighted_connectome.csv,,,,,
,,,,,,,,,,,,,,
SURF-001,Surface,Full-Stack,Run complete FreeSurfer recon-all on T1-weighted anatomical scan,Custom T1w scan,,"Automatically reconstruct cortical surfaces, measure thickness, and parcellate brain into anatomical regions",freesurfer_tool; surface_reconstruction,recon_all_complete; surfaces_generated,lh.pial; rh.white; aparc.stats,,,,,
SURF-002,Surface,Full-Stack,Extract cortical thickness from Desikan-Killiany parcellation,FreeSurfer output,,Measure thickness of cortex in 68 regions defined by anatomical landmarks,freesurfer_stats_tool; parcellation_tool,thickness_68_regions; mean_thickness_computed,lh.aparc.stats; rh.aparc.stats; thickness.csv,,,,,
SURF-003,Surface,Full-Stack,Compute surface-based functional connectivity on NKI Enhanced dataset,NKI Enhanced surface,nilearn.datasets.fetch_surf_nki_enhanced and nilearn.datasets.load_nki,Calculate correlations between vertices on the cortical surface to find functional networks,connectivity_tool; surface_analysis,vertex_connectivity_10242x10242; network_maps_generated,lh_connectivity.gii; rh_connectivity.gii,,,,,
SURF-004,Surface,Full-Stack,Project volumetric activation maps to fsaverage surface for visualization,Statistical map + fsaverage,,Transform 3D brain activation into surface representation for better visualization of cortical patterns,surface_projection_tool; volume_to_surface,volume_projected_to_surface; surface_maps_generated,lh_activation.gii; rh_activation.gii; surface_plot.png,,,,,
SURF-005,Surface,Full-Stack,Perform surface-based smoothing with 10mm FWHM on cortical data,Surface fMRI data,,Smooth data along the cortical surface (not through cortex) to increase signal-to-noise,surface_smoothing_tool; nilearn_surface,smoothed_10mm_fwhm; surface_topology_preserved,lh_smooth.gii; rh_smooth.gii,,,,,
SURF-006,Surface,Full-Stack,"Compute curvature, sulcal depth, and surface area for morphometry analysis",FreeSurfer surfaces,,Extract geometric properties of cortical surface to characterize folding patterns,freesurfer_morphometry; surface_metrics,curvature_map_generated; sulcal_depth_computed,lh.curv; lh.sulc; lh.area; morphometry.csv,,,,,
SURF-007,Surface,Full-Stack,Resample individual surface data to fsaverage5 template for group analysis,Individual surface data,,Align individual cortical surfaces to standard template using spherical registration,surface_resampling_tool; spherical_registration,resampled_to_fsaverage5; 10242_vertices_per_hemi,lh.fsaverage5.gii; rh.fsaverage5.gii,,,,,
SURF-008,Surface,Full-Stack,Extract vertex-wise statistical maps comparing cortical thickness across groups,FreeSurfer multi-subject,,Test every surface vertex for group differences in thickness while controlling for multiple comparisons,surface_statistics_tool; vertex_wise_analysis,vertex_pvalues_computed; cluster_corrected,thickness_pvals.gii; significant_clusters.csv,,,,,
SURF-009,Surface,Full-Stack,Create inflated and flattened surface representations for visualization,FreeSurfer surfaces,,Generate expanded views of cortex to see into sulci and fully flattened views for complete visibility,surface_inflation_tool; surface_flattening,inflated_surface_generated; flattened_patch_created,lh.inflated; lh.flat; surface_views.png,,,,,
SURF-010,Surface,Full-Stack,Compute Destrieux atlas parcellation with 148 gyral and sulcal regions,FreeSurfer output,,Divide cortex into detailed anatomical regions separating gyri from sulci,freesurfer_parcellation_tool; destrieux_atlas,148_regions_labeled; gyri_sulci_separated,lh.aparc.a2009s.annot; destrieux_stats.csv,,,,,
SURF-011,Surface,Full-Stack,Calculate surface-based inter-subject alignment using cortical folding patterns,Multi-subject surfaces,,Align individual brains using cortical folding geometry instead of just volume matching,surface_alignment_tool; msm_tool,cortical_alignment_improved; folding_matched,lh.sphere.reg; rh.sphere.reg,,,,,
SURF-012,Surface,Full-Stack,Extract myelin maps from T1w/T2w ratio on cortical surface,T1w + T2w images,,Create cortical myelin content maps by projecting intensity ratios to surface,myelin_mapping_tool; surface_projection,myelin_map_generated; cortical_gradients_visible,lh_myelin.gii; rh_myelin.gii; myelin_plot.png,,,,,
SURF-013,Surface,Full-Stack,Compute geodesic distance along surface between ROIs,Surface mesh + ROIs,,Measure distances following cortical surface curvature instead of straight-line Euclidean,geodesic_distance_tool; surface_metrics,distance_matrix_computed; surface_paths_found,geodesic_distances.csv; shortest_paths.json,,,,,
SURF-014,Surface,Full-Stack,Perform surface-based searchlight decoding on task fMRI data,Surface fMRI + labels,,Decode task information from local surface patches while respecting cortical topology,searchlight_tool; surface_decoding,surface_searchlight_map; peak_accuracy_identified,lh_accuracy.gii; searchlight_peaks.csv,,,,,
SURF-015,Surface,Full-Stack,Create gradient maps of functional connectivity on cortical surface,Surface connectivity,,Map smooth gradients in connectivity patterns across cortex to reveal organizational axes,gradient_tool; brainspace_tool,principal_gradients_computed; transition_zones_identified,gradient1.gii; gradient2.gii; gradient_plot.png,,,,,
SURF-016,Surface,Full-Stack,Compute surface area expansion/contraction from longitudinal scans,Longitudinal FreeSurfer,,Measure local changes in cortical surface area over time to detect atrophy or growth,longitudinal_freesurfer; surface_change,surface_change_map; annual_percent_change,lh_area_change.gii; longitudinal_stats.csv,,,,,
SURF-017,Surface,Full-Stack,Extract white matter surface and compute WM-GM contrast,FreeSurfer surfaces,,Calculate contrast between white and gray matter intensities at cortical boundary,freesurfer_tool; wm_gm_contrast,wm_surface_generated; contrast_map_computed,lh.white; wm_gm_contrast.gii,,,,,
SURF-018,Surface,Full-Stack,Perform vertex-wise correlation with behavioral measures on surface,Surface data + behavior,,Test association between cortical measures and behavior at every surface point,surface_correlation_tool; behavioral_analysis,vertex_correlations_computed; significant_regions_p<0.05,correlation_map.gii; behavior_brain_plot.png,,,,,
SURF-019,Surface,Full-Stack,Create CIFTI dscalar files combining cortical and subcortical data,HCP surfaces + volumes,,Merge surface-based cortical data with subcortical volumetric data in CIFTI format,cifti_creation_tool; hcp_workbench,cifti_generated; grayordinates_91282,combined.dscalar.nii; cifti_plot.png,,,,,
SURF-020,Surface,Full-Stack,Compute local gyrification index to measure cortical folding complexity,FreeSurfer surfaces,,Quantify how folded the cortex is by comparing surface area to outer hull area,gyrification_tool; surface_metrics,lgi_computed; folding_complexity_measured,lh.pial_lgi; lgi_stats.csv; lgi_map.png,,,,,
,,,,,,,,,,,,,,
ML-001,Machine Learning,Full-Stack,Train SVM classifier to decode object categories from Haxby VT cortex,Haxby dataset,nilearn.datasets.fetch_haxby,"Use support vector machine to learn patterns that distinguish faces, houses, cats, etc from brain activity",mvpa_tool; svm_classifier,cv_accuracy>0.7; 8_category_classification,cv_scores.csv; confusion_matrix.png,,,,,
ML-002,Machine Learning,Full-Stack,Build random forest model to predict ADHD diagnosis from connectivity,ADHD-200 connectivity,nilearn.datasets.fetch_adhd,Train ensemble of decision trees on brain connectivity features to classify ADHD vs control,random_forest_tool; classification_tool,balanced_accuracy>0.65; feature_importance_ranked,trained_rf.pkl; feature_importance.csv,,,,,
ML-003,Machine Learning,Full-Stack,Perform cross-validated age prediction from gray matter density in OASIS,OASIS VBM,,Train regression model on brain structure to predict age and compute brain age gap,regression_tool; cross_validation_tool,mae<10_years; r2>0.6,age_predictions.csv; scatter_plot.png,,,,,
ML-004,Machine Learning,Full-Stack,Apply PCA dimensionality reduction before decoding in Haxby dataset,Haxby dataset,nilearn.datasets.fetch_haxby,Reduce thousands of voxels to principal components to improve decoding and avoid overfitting,pca_tool; feature_selection_tool; mvpa_tool,variance_explained>80%; accuracy_maintained,pca_components.npy; component_maps.nii.gz,,,,,
ML-005,Machine Learning,Full-Stack,Train logistic regression for autism classification on ABIDE resting-state,ABIDE functional connectivity,nilearn.datasets.fetch_abide_pcp,Build linear classifier with L2 regularization to predict autism from connectivity patterns,logistic_regression_tool; classification_tool,auc>0.7; calibrated_probabilities,trained_lr.pkl; roc_curve.png; predictions.csv,,,,,
ML-006,Machine Learning,Full-Stack,Perform nested cross-validation with hyperparameter tuning for ADHD prediction,ADHD-200,nilearn.datasets.fetch_adhd,Use inner loops for parameter selection and outer loops for unbiased performance estimation,nested_cv_tool; hyperparameter_tuning,unbiased_accuracy_estimated; optimal_params_selected,cv_results.csv; param_grid_search.json,,,,,
ML-007,Machine Learning,Full-Stack,Build Gaussian process regression model for continuous age prediction,Development fMRI,,Use probabilistic model that provides uncertainty estimates along with age predictions,gaussian_process_tool; regression_tool,prediction_intervals_computed; mae<5_years,age_predictions.csv; uncertainty_plot.png,,,,,
ML-008,Machine Learning,Full-Stack,Apply recursive feature elimination to find most informative voxels for decoding,Haxby dataset,nilearn.datasets.fetch_haxby,Iteratively remove least important voxels while tracking classification performance,rfe_tool; feature_selection_tool,optimal_n_features_found; accuracy_maximized,selected_voxels_mask.nii.gz; rfe_scores.csv,,,,,
ML-009,Machine Learning,Full-Stack,Train gradient boosting model on HCP connectivity to predict fluid intelligence,HCP MegaTrawls + behavior,nilearn.datasets.fetch_megatrawls_netmats,Build ensemble of weak learners that sequentially correct each other's errors,gradient_boosting_tool; regression_tool,prediction_r>0.3; feature_interactions_captured,trained_gbm.pkl; intelligence_predictions.csv,,,,,
ML-010,Machine Learning,Full-Stack,Perform permutation testing to assess statistical significance of decoder,Haxby dataset,nilearn.datasets.fetch_haxby,Shuffle labels many times to build null distribution and test if accuracy is above chance,permutation_testing_tool; statistical_validation,p_value<0.05; null_distribution_generated,permutation_pvalues.csv; null_histogram.png,,,,,
ML-011,Machine Learning,Full-Stack,Build multi-class SVM with one-vs-rest strategy for 8 Haxby categories,Haxby dataset,nilearn.datasets.fetch_haxby,Train separate binary classifier for each category against all others,multiclass_svm_tool; ovr_strategy,8_classifiers_trained; macro_avg_f1>0.65,ovr_classifiers.pkl; per_class_performance.csv,,,,,
ML-012,Machine Learning,Full-Stack,Apply ANOVA feature selection before classification on Localizer data,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Use univariate statistics to preselect most task-responsive voxels before training classifier,anova_feature_selection; mvpa_tool,top_1000_voxels_selected; accuracy_improved,selected_voxels.nii.gz; anova_fscores.npy,,,,,
ML-013,Machine Learning,Full-Stack,Train elastic net regression combining L1 and L2 penalties for connectivity,HCP MegaTrawls,nilearn.datasets.fetch_megatrawls_netmats,Use regularization that both selects features and prevents overfitting for age prediction,elastic_net_tool; regularization_tool,sparse_solution; prediction_mae<5_years,trained_enet.pkl; nonzero_weights.csv,,,,,
ML-014,Machine Learning,Full-Stack,Perform stratified k-fold CV ensuring balanced classes in ADHD dataset,ADHD-200,nilearn.datasets.fetch_adhd,Split data preserving proportion of ADHD vs control in each fold for fair evaluation,stratified_cv_tool; classification_tool,class_balance_maintained; unbiased_accuracy,cv_fold_indices.json; cv_scores_per_fold.csv,,,,,
ML-015,Machine Learning,Full-Stack,"Build stacking ensemble combining SVM, RF, and logistic regression predictions",ABIDE connectivity,nilearn.datasets.fetch_abide_pcp,Train meta-model that combines predictions from multiple base learners for better performance,ensemble_stacking_tool; meta_learning,stacked_accuracy>base_learners; optimal_weights,stacked_model.pkl; base_predictions.csv,,,,,
ML-016,Machine Learning,Full-Stack,Apply SMOTE to handle class imbalance in autism dataset,ABIDE (imbalanced classes),,Generate synthetic minority class examples to balance dataset before training classifier,smote_tool; class_balancing,balanced_training_set; sensitivity_improved,balanced_data.csv; class_distribution.png,,,,,
ML-017,Machine Learning,Full-Stack,Perform group-level searchlight decoding across multiple subjects,Haxby multi-subject,,Run searchlight at each voxel across subjects and test for above-chance decoding at group level,searchlight_tool; group_analysis,group_searchlight_map; cluster_corrected_p<0.05,group_searchlight.nii.gz; significant_clusters.csv,,,,,
ML-018,Machine Learning,Full-Stack,Train multi-task learning model predicting both age and cognitive scores,HCP MegaTrawls + behavior,nilearn.datasets.fetch_megatrawls_netmats,Jointly train model on related tasks to leverage shared representations,multitask_learning_tool; joint_prediction,both_tasks_improved; shared_features_learned,multitask_model.pkl; predictions.csv,,,,,
ML-019,Machine Learning,Full-Stack,Build calibrated probability estimates for clinical decision support,ADHD-200,nilearn.datasets.fetch_adhd,Transform classifier scores into well-calibrated probabilities using Platt scaling or isotonic regression,probability_calibration_tool; clinical_tool,calibration_curve_diagonal; brier_score_low,calibrated_probabilities.csv; calibration_plot.png,,,,,
ML-020,Machine Learning,Full-Stack,Perform confound regression removing age and sex effects before decoding,Development fMRI,,Remove nuisance variable effects from features before training to avoid confounded predictions,confound_regression_tool; deconfounding,confounds_regressed; unconfounded_predictions,deconfounded_data.npy; residuals.csv,,,,,
,,,,,,,,,,,,,,
DL-001,Deep Learning,Full-Stack,Train 3D CNN for ADHD classification from resting-state fMRI volumes,ADHD-200,nilearn.datasets.fetch_adhd,Build deep convolutional network that learns hierarchical spatial patterns from 3D brain images,dl_pytorch_tool; cnn_3d,test_accuracy>0.65; convergence_achieved,trained_3dcnn.pth; learning_curves.png,,,,,
DL-002,Deep Learning,Full-Stack,Implement MONAI U-Net for automated brain lesion segmentation,Synthetic lesion dataset,,Train encoder-decoder network with skip connections for pixel-wise lesion classification,monai_tool; unet_segmentation,dice_score>0.75; false_positive_rate<0.1,trained_unet.pth; segmentation_examples.nii.gz,,,,,
DL-003,Deep Learning,Full-Stack,Build ResNet for age prediction from T1-weighted structural scans,OASIS VBM,,Use residual connections to train very deep network on brain structure images,dl_pytorch_tool; resnet_architecture,mae<8_years; no_gradient_vanishing,trained_resnet.pth; age_predictions.csv,,,,,
DL-004,Deep Learning,Full-Stack,Train variational autoencoder to learn low-dimensional brain representations,Development fMRI,,Learn compressed latent space that captures essential functional patterns for data exploration,vae_tool; representation_learning,reconstruction_loss_low; latent_dims=64,trained_vae.pth; latent_embeddings.npy,,,,,
DL-005,Deep Learning,Full-Stack,Implement temporal CNN for time series classification from MEG data,MNE sample dataset,,Build 1D convolutions over time to classify trial types from temporal patterns,temporal_cnn_tool; dl_pytorch_tool,time_series_accuracy>0.8; temporal_features_learned,trained_tcnn.pth; learned_filters.png,,,,,
DL-006,Deep Learning,Full-Stack,Build graph neural network for autism prediction from connectivity matrices,ABIDE connectivity,,Let neural network operate on graph structure to leverage connectivity topology,gnn_connectivity_tool; graph_learning,gnn_accuracy>traditional_ml; graph_structure_utilized,trained_gnn.pth; node_embeddings.npy,,,,,
DL-007,Deep Learning,Full-Stack,Train LSTM recurrent network for dynamic connectivity state prediction,Development fMRI,,Use memory cells to model temporal dependencies in evolving brain states,lstm_tool; recurrent_networks,state_transitions_predicted; temporal_memory_used,trained_lstm.pth; state_predictions.csv,,,,,
DL-008,Deep Learning,Full-Stack,Implement transfer learning using pretrained ImageNet weights for brain MRI,ADHD-200 T1w images,nilearn.datasets.fetch_adhd,Adapt natural image features to brain imaging through fine-tuning to reduce data needs,transfer_learning_tool; fine_tuning,pretrained_accuracy>from_scratch; faster_convergence,finetuned_model.pth; transfer_analysis.json,,,,,
DL-009,Deep Learning,Full-Stack,Build attention-based neural network highlighting relevant brain regions,Haxby dataset,nilearn.datasets.fetch_haxby,Use attention mechanisms to weight different spatial locations and interpret model focus,attention_network_tool; interpretability,attention_maps_generated; relevant_regions_highlighted,trained_attention.pth; attention_weights.nii.gz,,,,,
DL-010,Deep Learning,Full-Stack,Train Siamese network for brain fingerprinting and identification,HCP MegaTrawls,nilearn.datasets.fetch_megatrawls_netmats,Learn embedding space where same individual's scans are close and different individuals are far,siamese_network_tool; metric_learning,identification_accuracy>0.9; embedding_separable,trained_siamese.pth; embedding_space.npy,,,,,
DL-011,Deep Learning,Full-Stack,Implement multi-modal fusion network combining structure and function,ABIDE (T1w + rs-fMRI),,Merge information from different imaging types in neural network architecture,multimodal_fusion_tool; dl_pytorch_tool,fusion_accuracy>single_modality; complementary_info_used,fusion_model.pth; modality_importance.csv,,,,,
DL-012,Deep Learning,Full-Stack,Build GAN to generate synthetic brain images for data augmentation,OASIS T1w scans,,Train generator and discriminator to create realistic artificial brain scans,gan_tool; image_generation,synthetic_images_realistic; frechet_inception_distance_low,trained_gan.pth; synthetic_samples.nii.gz,,,,,
DL-013,Deep Learning,Full-Stack,Train transformer architecture for MEG sequence modeling,MNE sample dataset,,Apply self-attention across time points to capture long-range temporal dependencies,transformer_tool; sequence_modeling,sequence_accuracy>lstm; attention_interpretable,trained_transformer.pth; attention_patterns.png,,,,,
DL-014,Deep Learning,Full-Stack,Implement capsule network preserving spatial relationships in brain images,Haxby dataset,nilearn.datasets.fetch_haxby,Use capsules to explicitly model part-whole relationships and spatial hierarchies,capsule_network_tool; dl_pytorch_tool,equivariance_achieved; hierarchical_features,trained_capsnet.pth; capsule_activations.png,,,,,
DL-015,Deep Learning,Full-Stack,Build interpretable CNN using gradient-based saliency maps,ADHD-200,nilearn.datasets.fetch_adhd,Compute gradients to identify which input features most influence predictions,interpretability_tool; saliency_maps,saliency_maps_generated; discriminative_regions_found,saliency_examples.nii.gz; region_importance.csv,,,,,
DL-016,Deep Learning,Full-Stack,Train MONAI SwinUNETR with shifted windows for efficient segmentation,Synthetic lesion dataset,,Use transformer blocks with shifted window attention for efficient medical image segmentation,monai_swinunetr_tool; advanced_segmentation,dice_score>vanilla_unet; computational_efficiency,trained_swinunetr.pth; segmentation_metrics.csv,,,,,
DL-017,Deep Learning,Full-Stack,Implement curriculum learning starting with easy examples for age prediction,OASIS VBM,,Train model progressively from easy to hard examples to improve learning,curriculum_learning_tool; training_strategy,faster_convergence; better_generalization,trained_curriculum.pth; training_schedule.json,,,,,
DL-018,Deep Learning,Full-Stack,Build self-supervised model using contrastive learning on unlabeled fMRI,NKI Enhanced (unlabeled),nilearn.datasets.fetch_surf_nki_enhanced and nilearn.datasets.load_nki,Learn representations by contrasting augmented views without requiring labels,contrastive_learning_tool; self_supervised,representations_learned; downstream_accuracy,pretrained_encoder.pth; learned_features.npy,,,,,
DL-019,Deep Learning,Full-Stack,Train mixture of experts with gating network for multi-dataset learning,ADHD-200 + ABIDE,,Route different datasets through specialized expert networks with learned gating,mixture_experts_tool; multi_dataset,expert_specialization; gating_learned,moe_model.pth; expert_assignments.csv,,,,,
DL-020,Deep Learning,Full-Stack,Implement neural architecture search to optimize CNN design for brain data,Haxby dataset,nilearn.datasets.fetch_haxby,Automatically discover optimal network architecture through reinforcement learning,nas_tool; architecture_optimization,optimal_architecture_found; search_converged,best_architecture.json; nas_history.csv,,,,,
,,,,,,,,,,,,,,
KG-001,Knowledge Graph,Full-Stack,Build brain region knowledge graph from AAL atlas with hierarchical relationships,AAL atlas,nilearn.datasets.fetch_atlas_aal,Create a structured database showing how brain regions relate to each other hierarchically,knowledge_graph_tool,graph_nodes=167; hierarchical_levels>2,brain_kg.json; region_ontology.ttl,,,,,
KG-002,Knowledge Graph,Full-Stack,Link Haxby activation coordinates to Neurosynth terms,Haxby dataset,nilearn.datasets.fetch_haxby,Connect brain locations that activate during tasks to psychological concepts from literature,neurosynth_integration; knowledge_graph_tool,coordinates_linked; term_associations>50,coordinate_terms.csv; brain_ontology.json,,,,,
KG-003,Knowledge Graph,Full-Stack,Create multi-modal knowledge graph linking ABIDE phenotypes to brain networks,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,"Build connections between autism symptoms, demographics, and brain connectivity patterns",knowledge_graph_tool; connectivity_tool,entities>500; relationships>1000,abide_kg.graphml; phenotype_network.json,,,,,
KG-004,Knowledge Graph,Full-Stack,Map Yeo networks to cognitive ontology terms,Yeo 2011 atlas,nilearn.datasets.fetch_atlas_yeo_2011,Associate the 7 large-scale brain networks with specific mental functions and behaviors,knowledge_graph_tool; neurosynth_integration,networks_mapped=7; cognitive_terms>100,network_ontology.json; term_mappings.csv,,,,,
KG-005,Knowledge Graph,Full-Stack,Build gene-brain-behavior knowledge graph from OASIS and genetic data,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Link genetic variants to brain structure changes to cognitive/behavioral outcomes,genetics_genomics_tools; knowledge_graph_tool,gene_brain_edges>200; causal_paths,multiomics_kg.json; pathway_diagram.png,,,,,
KG-006,Knowledge Graph,Full-Stack,Extract brain connectivity knowledge graph from HCP functional connectomes,Schaefer 400 atlas + connectivity,,Represent brain regions as nodes and their connections as edges with weights and properties,graph_theory_tool; knowledge_graph_tool,nodes=400; edges>5000; weighted_graph,connectome_kg.graphml; network_properties.json,,,,,
KG-007,Knowledge Graph,Full-Stack,Link Harvard-Oxford regions to disease associations from literature,Harvard-Oxford atlas,,Connect brain anatomy to known clinical conditions from medical literature mining,literature_mining_tool; knowledge_graph_tool,regions=69; disease_links>150,clinical_kg.json; disease_network.html,,,,,
KG-008,Knowledge Graph,Full-Stack,Create temporal knowledge graph of developmental brain changes,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Show how brain network connections evolve over childhood and into adulthood,dynamic_connectivity_tool; knowledge_graph_tool,age_snapshots>10; temporal_edges>500,developmental_kg.json; temporal_graph.html,,,,,
KG-009,Knowledge Graph,Full-Stack,Build tractography-based structural knowledge graph from diffusion data,QSIPrep derivatives (simulated),,Represent white matter pathways as directed edges connecting cortical regions,diffusion_tractography_tool; knowledge_graph_tool,streamlines>10k; anatomical_graph,structural_kg.graphml; tract_ontology.json,,,,,
KG-010,Knowledge Graph,Full-Stack,Link Destrieux parcellation to functional fingerprints from Localizer,Destrieux atlas + Localizer,,Associate each anatomical region with its typical activation pattern across multiple tasks,nilearn_glm_tool; knowledge_graph_tool,regions=148; task_profiles=148,functional_fingerprints.json; region_profiles.csv,,,,,
KG-011,Knowledge Graph,Full-Stack,Create meta-analytic knowledge graph from NeuroVault statistical maps,NeuroVault collections,,Build network showing which brain regions co-activate across thousands of studies,meta_analysis_tool; knowledge_graph_tool,studies>100; coactivation_edges>1000,meta_kg.json; coactivation_network.html,,,,,
KG-012,Knowledge Graph,Full-Stack,Build pharmacological knowledge graph linking drugs to brain regions,Custom drug-imaging data,,Connect medications to the brain areas they affect based on imaging studies,clinical_decision_support; knowledge_graph_tool,drugs>50; target_regions>100,pharma_kg.json; drug_network.png,,,,,
KG-013,Knowledge Graph,Full-Stack,Extract lesion-deficit knowledge graph from clinical cases,Simulated lesion dataset,,Link damaged brain areas to specific cognitive/motor impairments they cause,lesion_detection_tool; knowledge_graph_tool,lesion_sites>50; deficit_mappings>100,lesion_kg.json; deficit_network.html,,,,,
KG-014,Knowledge Graph,Full-Stack,Create cross-species knowledge graph comparing human and animal atlases,Multiple species atlases,,Show corresponding brain regions across species for translational research,atlas_tools; knowledge_graph_tool,species=3; homologous_regions>80,comparative_kg.json; species_alignment.png,,,,,
KG-015,Knowledge Graph,Full-Stack,Build MEG sensor-source knowledge graph with frequency bands,MNE sample dataset,,"Link MEG sensors to brain sources they detect, organized by oscillation frequency",mne_source_tool; knowledge_graph_tool,sensors=306; sources>100; freq_bands=5,meg_kg.json; source_network.html,,,,,
KG-016,Knowledge Graph,Full-Stack,Create stimulus-response knowledge graph from Haxby visual categories,Haxby dataset,nilearn.datasets.fetch_haxby,Map visual stimulus types to the specific brain response patterns they evoke,mvpa_tool; knowledge_graph_tool,stimuli=8; response_patterns=8; voxels>1000,stimulus_kg.json; response_network.png,,,,,
KG-017,Knowledge Graph,Full-Stack,Build multi-resolution parcellation knowledge graph showing nested hierarchies,BASC multiscale atlas,,Show how fine-grained brain regions nest within larger networks at multiple scales,atlas_tools; knowledge_graph_tool,scales=9; hierarchical_nesting,multiscale_kg.json; hierarchy_tree.html,,,,,
KG-018,Knowledge Graph,Full-Stack,Extract task-activation knowledge graph from Brainomics Localizer,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Link cognitive tasks to their consistent activation patterns across subjects,nilearn_glm_tool; knowledge_graph_tool,tasks>10; activation_regions>50,task_kg.json; activation_network.html,,,,,
KG-019,Knowledge Graph,Full-Stack,Create DTI-tractography knowledge graph with tract properties,Simulated tractography,,"Represent white matter tracts as entities with FA, MD, and connectivity properties",diffusion_tractography_tool; knowledge_graph_tool,tracts>20; properties>5,tract_kg.graphml; tract_properties.json,,,,,
KG-020,Knowledge Graph,Full-Stack,Build intervention-outcome knowledge graph from clinical trial imaging,Simulated intervention data,,Link treatment types to brain changes they produce and clinical outcomes,clinical_decision_support; knowledge_graph_tool,interventions>20; outcomes>30; causal_links,intervention_kg.json; treatment_network.png,,,,,
,,,,,,,,,,,,,,
META-001,Meta-Analysis,Full-Stack,Run ALE meta-analysis on 50 working memory studies from Neurosynth,Neurosynth coordinates,,Combine activation peaks from many studies to find reliably activated brain areas,coordinate_meta_analysis_tool,ale_clusters>5; corrected_p<0.05,ale_map.nii.gz; cluster_table.csv,,,,,
META-002,Meta-Analysis,Full-Stack,Perform MKDA meta-analysis on emotion processing coordinates,Literature coordinates,,Use density-based method to find consistent emotion-related activations across studies,coordinate_meta_analysis_tool,mkda_maps_generated; cluster_corrected,mkda_map.nii.gz; study_contributions.csv,,,,,
META-003,Meta-Analysis,Full-Stack,Combine NeuroVault statistical maps using Stouffer's method,NeuroVault motor collection,,Pool Z-scores from multiple motor task studies into single consensus map,image_based_meta_analysis_tool,combined_z_map; n_studies>20,stouffer_zmap.nii.gz; study_weights.csv,,,,,
META-004,Meta-Analysis,Full-Stack,Run random effects meta-analysis on language activation maps,NeuroVault language collection,,Account for between-study variability when combining language task results,image_based_meta_analysis_tool,random_effects_map; heterogeneity_i2,meta_zmap.nii.gz; forest_plot.png,,,,,
META-005,Meta-Analysis,Full-Stack,Extract coordinates from 100 PubMed fMRI abstracts automatically,PubMed IDs list,,Mine scientific literature to extract reported brain coordinates and effect sizes,literature_mining_tool,coordinates_extracted>200; papers_parsed=100,coordinates.csv; extraction_log.json,,,,,
