Category,Task_ID,Status,Has_Placeholder_Msg,Has_Dummy_Data,Has_Sample_Evidence,Has_Viz_Placeholder,Has_Real_Data,Datasets_Used,Has_Real_Analysis,Analysis_Methods,Evidence_Required,File_Path
Machine_Learning,ML-005-Train-logistic-regression-for-autism,REAL,No,No,No,No,Yes,abide_pcp,No,None,trained_lr.pkl; roc_curve.png; predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-005-Train-logistic-regression-for-autism/run_analysis.sh
Machine_Learning,ML-006-Perform-nested-cross-validation-with-hyperparameter,REAL,No,No,No,No,Yes,adhd,No,None,cv_results.csv; param_grid_search.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-006-Perform-nested-cross-validation-with-hyperparameter/run_analysis.sh
Machine_Learning,ML-007-Build-Gaussian-process-regression-model,UNKNOWN,No,No,No,No,No,None,No,None,age_predictions.csv; uncertainty_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-007-Build-Gaussian-process-regression-model/run_analysis.sh
Machine_Learning,ML-008-Apply-recursive-feature-elimination-to,PLACEHOLDER,No,Yes,No,No,Yes,haxby,No,None,selected_voxels_mask.nii.gz; rfe_scores.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-008-Apply-recursive-feature-elimination-to/run_analysis.sh
Machine_Learning,ML-009-Train-gradient-boosting-model-on,REAL,No,No,No,No,Yes,megatrawls_netmats,No,None,trained_gbm.pkl; intelligence_predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-009-Train-gradient-boosting-model-on/run_analysis.sh
Machine_Learning,ML-010-Perform-permutation-testing-to-assess,REAL,No,No,No,No,Yes,haxby,No,None,permutation_pvalues.csv; null_histogram.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-010-Perform-permutation-testing-to-assess/run_analysis.sh
Machine_Learning,ML-011-Build-multi-class-SVM-with-one-vs-rest,REAL,No,No,No,No,Yes,haxby,No,None,ovr_classifiers.pkl; per_class_performance.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-011-Build-multi-class-SVM-with-one-vs-rest/run_analysis.sh
Machine_Learning,ML-012-Apply-ANOVA-feature-selection-before,PLACEHOLDER,No,Yes,No,No,Yes,localizer_contrasts,No,None,selected_voxels.nii.gz; anova_fscores.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-012-Apply-ANOVA-feature-selection-before/run_analysis.sh
Machine_Learning,ML-013-Train-elastic-net-regression-combining,REAL,No,No,No,No,Yes,megatrawls_netmats,No,None,trained_enet.pkl; nonzero_weights.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-013-Train-elastic-net-regression-combining/run_analysis.sh
Machine_Learning,ML-014-Perform-stratified-k-fold-CV-ensuring,REAL,No,No,No,No,Yes,adhd,No,None,cv_fold_indices.json; cv_scores_per_fold.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-014-Perform-stratified-k-fold-CV-ensuring/run_analysis.sh
Machine_Learning,ML-015-Build-stacking-ensemble-combining-SVM,REAL,No,No,No,No,Yes,abide_pcp,No,None,stacked_model.pkl; base_predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-015-Build-stacking-ensemble-combining-SVM/run_analysis.sh
Machine_Learning,ML-016-Apply-SMOTE-to-handle-class,UNKNOWN,No,No,No,No,No,None,No,None,balanced_data.csv; class_distribution.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-016-Apply-SMOTE-to-handle-class/run_analysis.sh
Machine_Learning,ML-017-Perform-group-level-searchlight-decoding-across,PLACEHOLDER,No,Yes,No,No,No,None,No,None,group_searchlight.nii.gz; significant_clusters.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-017-Perform-group-level-searchlight-decoding-across/run_analysis.sh
Machine_Learning,ML-018-Train-multi-task-learning-model-predicting,REAL,No,No,No,No,Yes,megatrawls_netmats,No,None,multitask_model.pkl; predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-018-Train-multi-task-learning-model-predicting/run_analysis.sh
Machine_Learning,ML-019-Build-calibrated-probability-estimates-for,REAL,No,No,No,No,Yes,adhd,No,None,calibrated_probabilities.csv; calibration_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-019-Build-calibrated-probability-estimates-for/run_analysis.sh
Machine_Learning,ML-020-Perform-confound-regression-removing-age,UNKNOWN,No,No,No,No,No,None,No,None,deconfounded_data.npy; residuals.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-020-Perform-confound-regression-removing-age/run_analysis.sh
Meta-Analysis,META-001-Run-ALE-meta-analysis-on-50,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,ale_map.nii.gz; cluster_table.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-001-Run-ALE-meta-analysis-on-50/run_analysis.sh
Meta-Analysis,META-002-Perform-MKDA-meta-analysis-on-emotion,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,mkda_map.nii.gz; study_contributions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-002-Perform-MKDA-meta-analysis-on-emotion/run_analysis.sh
Meta-Analysis,META-003-Combine-NeuroVault-statistical-maps-using,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,stouffer_zmap.nii.gz; study_weights.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-003-Combine-NeuroVault-statistical-maps-using/run_analysis.sh
Meta-Analysis,META-004-Run-random-effects-meta-analysis-on,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,meta_zmap.nii.gz; forest_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-004-Run-random-effects-meta-analysis-on/run_analysis.sh
Meta-Analysis,META-005-Extract-coordinates-from-100-PubMed,PLACEHOLDER,Yes,No,No,No,No,None,No,None,coordinates.csv; extraction_log.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-005-Extract-coordinates-from-100-PubMed/run_analysis.sh
Meta-Analysis,META-006-Perform-network-meta-analysis-comparing-CBT,PLACEHOLDER,Yes,No,No,No,No,None,No,None,network_diagram.png; sucra_rankings.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-006-Perform-network-meta-analysis-comparing-CBT/run_analysis.sh
Meta-Analysis,META-007-Run-coordinate-based-meta-regression-with-age,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,age_moderation_map.nii.gz; regression_results.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-007-Run-coordinate-based-meta-regression-with-age/run_analysis.sh
Meta-Analysis,META-008-Compute-activation-likelihood-estimation-with,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,weighted_ale.nii.gz; weight_distribution.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-008-Compute-activation-likelihood-estimation-with/run_analysis.sh
Meta-Analysis,META-009-Perform-contrast-meta-analysis-faces-vs,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,contrast_map.nii.gz; conjunction_map.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-009-Perform-contrast-meta-analysis-faces-vs/run_analysis.sh
Meta-Analysis,META-010-Run-hierarchical-Bayesian-meta-analysis-on,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,posterior_mean.nii.gz; uncertainty_map.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-010-Run-hierarchical-Bayesian-meta-analysis-on/run_analysis.sh
Meta-Analysis,META-011-Calculate-fail-safe-N-for-attention,PLACEHOLDER,Yes,No,No,No,No,None,No,None,failsafe_n.txt; robustness_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-011-Calculate-fail-safe-N-for-attention/run_analysis.sh
Meta-Analysis,META-012-Perform-leave-one-out-meta-analysis-to-identify,PLACEHOLDER,Yes,No,No,No,No,None,No,None,loo_results.csv; influence_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-012-Perform-leave-one-out-meta-analysis-to-identify/run_analysis.sh
Meta-Analysis,META-013-Extract-and-meta-analyze-effect-sizes,PLACEHOLDER,Yes,No,No,No,No,None,No,None,forest_plot.png; meta_analysis_table.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-013-Extract-and-meta-analyze-effect-sizes/run_analysis.sh
Meta-Analysis,META-014-Run-multivariate-meta-analysis-on-correlated,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,corrected_ale.nii.gz; covariance_matrix.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-014-Run-multivariate-meta-analysis-on-correlated/run_analysis.sh
Meta-Analysis,META-015-Perform-specification-curve-meta-analysis-testing,PLACEHOLDER,Yes,No,No,No,No,None,No,None,spec_curve_plot.png; pipeline_results.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-015-Perform-specification-curve-meta-analysis-testing/run_analysis.sh
Meta-Analysis,META-016-Run-kernel-density-analysis-meta-analysis,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,kda_map.nii.gz; probability_map.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-016-Run-kernel-density-analysis-meta-analysis/run_analysis.sh
Meta-Analysis,META-017-Calculate-heterogeneity-statistics-I²-Cochrans,PLACEHOLDER,Yes,No,No,No,No,None,No,None,heterogeneity_report.txt; forest_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-017-Calculate-heterogeneity-statistics-I²-Cochrans/run_analysis.sh
Meta-Analysis,META-018-Perform-permutation-based-thresholding-for-meta-analytic,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,fwe_corrected_ale.nii.gz; null_distribution.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-018-Perform-permutation-based-thresholding-for-meta-analytic/run_analysis.sh
Meta-Analysis,META-019-Run-subgroup-meta-analysis-comparing-clinical,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,subgroup_difference.nii.gz; subgroup_table.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-019-Run-subgroup-meta-analysis-comparing-clinical/run_analysis.sh
Meta-Analysis,META-020-Extract-study-quality-metrics-and,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,quality_weighted.nii.gz; quality_distribution.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Meta-Analysis/META-020-Extract-study-quality-metrics-and/run_analysis.sh
Preprocessing,PREP-001-Run-fMRIPrep-on-Haxby-dataset,PLACEHOLDER,Yes,Yes,Yes,No,Yes,haxby,No,None,sub-*/func/*_space-MNI_bold.nii.gz; sub-*/anat/surf/,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-001-Run-fMRIPrep-on-Haxby-dataset/run_analysis.sh
Preprocessing,PREP-002-Preprocess-ADHD-200-resting-state-with-ICA-AROMA,PLACEHOLDER,Yes,Yes,Yes,No,Yes,adhd,No,None,*_desc-smoothAROMAnonaggr_bold.nii.gz; mixing_matrix.tsv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-002-Preprocess-ADHD-200-resting-state-with-ICA-AROMA/run_analysis.sh
Preprocessing,PREP-003-Apply-slice-timing-correction-to,PLACEHOLDER,Yes,Yes,No,No,Yes,spm_auditory,No,None,slice_time_corrected_bold.nii.gz; timing_parameters.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-003-Apply-slice-timing-correction-to/run_analysis.sh
Preprocessing,PREP-004-Run-motion-correction-with-volume,PLACEHOLDER,Yes,Yes,No,No,Yes,development_fmri,No,None,motion_corrected_bold.nii.gz; motion_parameters.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-004-Run-motion-correction-with-volume/run_analysis.sh
Preprocessing,PREP-005-Perform-B0-distortion-correction-on,PLACEHOLDER,Yes,Yes,No,No,Yes,miyawaki2008,No,None,undistorted_bold.nii.gz; fieldmap.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-005-Perform-B0-distortion-correction-on/run_analysis.sh
Preprocessing,PREP-006-Apply-spatial-smoothing-with-6mm,PLACEHOLDER,Yes,Yes,No,No,Yes,localizer_contrasts,No,None,smoothed_bold.nii.gz; smoothing_kernel.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-006-Apply-spatial-smoothing-with-6mm/run_analysis.sh
Preprocessing,PREP-007-Run-skull-stripping-on-OASIS,PLACEHOLDER,Yes,Yes,No,No,Yes,oasis_vbm,No,None,brain_mask.nii.gz; brain_extracted.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-007-Run-skull-stripping-on-OASIS/run_analysis.sh
Preprocessing,PREP-008-Perform-intensity-normalization-on-ABIDE,PLACEHOLDER,Yes,Yes,No,No,Yes,abide_pcp,No,None,normalized_T1w.nii.gz; normalization_stats.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-008-Perform-intensity-normalization-on-ABIDE/run_analysis.sh
Preprocessing,PREP-009-Apply-temporal-filtering-001-01-Hz,PLACEHOLDER,Yes,Yes,No,No,Yes,surf_nki_enhanced,No,None,filtered_bold.nii.gz; power_spectrum.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-009-Apply-temporal-filtering-001-01-Hz/run_analysis.sh
Preprocessing,PREP-010-Run-multi-echo-combination-on-SPM,PLACEHOLDER,Yes,Yes,No,No,Yes,spm_multimodal_fmri,No,None,combined_bold.nii.gz; t2star_map.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-010-Run-multi-echo-combination-on-SPM/run_analysis.sh
Preprocessing,PREP-011-Perform-gradient-unwarping-on-HCP-style,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,unwarped_bold.nii.gz; warp_field.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-011-Perform-gradient-unwarping-on-HCP-style/run_analysis.sh
Preprocessing,PREP-012-Apply-CompCor-for-physiological-noise,PLACEHOLDER,Yes,Yes,Yes,No,Yes,haxby,No,None,cleaned_bold.nii.gz; compcor_components.tsv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-012-Apply-CompCor-for-physiological-noise/run_analysis.sh
Preprocessing,PREP-013-Run-AFNI-3dDespike-to-remove,PLACEHOLDER,Yes,Yes,No,No,Yes,adhd,No,None,despiked_bold.nii.gz; spike_report.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-013-Run-AFNI-3dDespike-to-remove/run_analysis.sh
Preprocessing,PREP-014-Perform-grand-mean-scaling-on,PLACEHOLDER,Yes,Yes,No,No,Yes,localizer_contrasts,No,None,scaled_bold.nii.gz; scaling_factors.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-014-Perform-grand-mean-scaling-on/run_analysis.sh
Preprocessing,PREP-015-Apply-4D-volume-realignment-to,PLACEHOLDER,Yes,Yes,No,No,Yes,mixed_gambles,No,None,realigned_bold.nii.gz; realignment_params.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-015-Apply-4D-volume-realignment-to/run_analysis.sh
Preprocessing,PREP-016-Run-denoising-with-global-signal,PLACEHOLDER,Yes,Yes,No,No,Yes,abide_pcp,No,None,gsr_bold.nii.gz; global_signal_timeseries.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-016-Run-denoising-with-global-signal/run_analysis.sh
Preprocessing,PREP-017-Perform-susceptibility-distortion-correction-with,PLACEHOLDER,Yes,Yes,No,No,Yes,fiac_first_level,No,None,corrected_bold.nii.gz; fieldmap_hz.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-017-Perform-susceptibility-distortion-correction-with/run_analysis.sh
Preprocessing,PREP-018-Apply-scrubbing-to-remove-high-motion,PLACEHOLDER,Yes,Yes,No,No,Yes,development_fmri,No,None,scrubbed_bold.nii.gz; censoring_mask.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-018-Apply-scrubbing-to-remove-high-motion/run_analysis.sh
Preprocessing,PREP-019-Run-resampling-to-2mm-isotropic,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,resampled_bold.nii.gz; transformation_matrix.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-019-Run-resampling-to-2mm-isotropic/run_analysis.sh
Preprocessing,PREP-020-Perform-reference-frame-alignment-to,PLACEHOLDER,Yes,Yes,No,No,Yes,oasis_vbm,No,None,acpc_aligned.nii.gz; rotation_matrix.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Preprocessing/PREP-020-Perform-reference-frame-alignment-to/run_analysis.sh
Quality_Control,QC-001-Run-MRIQC-on-Haxby-dataset,PLACEHOLDER,Yes,No,Yes,No,Yes,haxby,No,None,group_bold.html; sub-*_bold.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-001-Run-MRIQC-on-Haxby-dataset/run_analysis.sh
Quality_Control,QC-002-Detect-and-flag-outlier-subjects,PLACEHOLDER,Yes,No,No,No,Yes,adhd,No,None,outlier_subjects.txt; motion_summary.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-002-Detect-and-flag-outlier-subjects/run_analysis.sh
Quality_Control,QC-003-Compute-temporal-SNR-maps-for,PLACEHOLDER,Yes,Yes,No,No,Yes,localizer_contrasts,No,None,tsnr_map.nii.gz; tsnr_histogram.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-003-Compute-temporal-SNR-maps-for/run_analysis.sh
Quality_Control,QC-004-Generate-framewise-displacement-timeseries-for,PLACEHOLDER,Yes,No,No,No,Yes,development_fmri,No,None,fd_timeseries.txt; fd_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-004-Generate-framewise-displacement-timeseries-for/run_analysis.sh
Quality_Control,QC-005-Run-automated-artifact-detection-on,PLACEHOLDER,Yes,No,Yes,No,Yes,spm_auditory,No,None,artifact_report.html; artifact_volumes.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-005-Run-automated-artifact-detection-on/run_analysis.sh
Quality_Control,QC-006-Assess-coregistration-quality-between-functional,PLACEHOLDER,Yes,No,No,No,Yes,surf_nki_enhanced,No,None,coregistration_qa.png; alignment_metrics.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-006-Assess-coregistration-quality-between-functional/run_analysis.sh
Quality_Control,QC-007-Compute-spatial-smoothness-estimates-for,PLACEHOLDER,Yes,Yes,No,No,Yes,abide_pcp,No,None,smoothness_estimates.txt; fwhm_map.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-007-Compute-spatial-smoothness-estimates-for/run_analysis.sh
Quality_Control,QC-008-Generate-registration-quality-plots-for,PLACEHOLDER,Yes,No,No,No,Yes,oasis_vbm,No,None,registration_qa_grid.png; problem_subjects.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-008-Generate-registration-quality-plots-for/run_analysis.sh
Quality_Control,QC-009-Calculate-DVARS-for-physiological-noise,PLACEHOLDER,Yes,No,No,No,Yes,miyawaki2008,No,None,dvars_timeseries.txt; dvars_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-009-Calculate-DVARS-for-physiological-noise/run_analysis.sh
Quality_Control,QC-010-Run-brain-coverage-check-on,PLACEHOLDER,Yes,Yes,No,No,Yes,mixed_gambles,No,None,coverage_map.nii.gz; coverage_report.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-010-Run-brain-coverage-check-on/run_analysis.sh
Quality_Control,QC-011-Assess-signal-dropout-in-orbitofrontal,PLACEHOLDER,Yes,Yes,No,No,Yes,fiac_first_level,No,None,dropout_map.nii.gz; ofc_signal_quality.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-011-Assess-signal-dropout-in-orbitofrontal/run_analysis.sh
Quality_Control,QC-012-Generate-ghost-to-signal-ratio-metrics-for,PLACEHOLDER,Yes,No,No,No,No,None,No,None,gsr_report.csv; ghost_visualization.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-012-Generate-ghost-to-signal-ratio-metrics-for/run_analysis.sh
Quality_Control,QC-013-Run-FreeSurfer-Euler-number-QC,PLACEHOLDER,Yes,No,No,No,Yes,abide_pcp,No,None,euler_summary.csv; failed_recons.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-013-Run-FreeSurfer-Euler-number-QC/run_analysis.sh
Quality_Control,QC-014-Detect-and-quantify-signal-spikes,PLACEHOLDER,Yes,No,No,No,Yes,adhd,No,None,spike_report.txt; spike_timeseries.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-014-Detect-and-quantify-signal-spikes/run_analysis.sh
Quality_Control,QC-015-Assess-T1wT2w-ratio-quality-for,PLACEHOLDER,Yes,Yes,No,No,Yes,development_fmri,No,None,t1w_t2w_ratio.nii.gz; quality_scores.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-015-Assess-T1wT2w-ratio-quality-for/run_analysis.sh
Quality_Control,QC-016-Generate-carpet-plot-for-visual,PLACEHOLDER,Yes,No,No,No,Yes,localizer_contrasts,No,None,carpet_plot.png; tissue_signals.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-016-Generate-carpet-plot-for-visual/run_analysis.sh
Quality_Control,QC-017-Run-intensity-uniformity-check-on,PLACEHOLDER,Yes,Yes,No,No,Yes,oasis_vbm,No,None,uniformity_map.nii.gz; uniformity_stats.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-017-Run-intensity-uniformity-check-on/run_analysis.sh
Quality_Control,QC-018-Compute-stability-metrics-for-NKI,PLACEHOLDER,Yes,Yes,No,No,Yes,surf_nki_enhanced,No,None,reliability_metrics.csv; icc_maps.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-018-Compute-stability-metrics-for-NKI/run_analysis.sh
Quality_Control,QC-019-Generate-comprehensive-QC-summary-dashboard,PLACEHOLDER,Yes,No,Yes,No,Yes,spm_multimodal_fmri,No,None,qc_dashboard.html; summary_stats.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-019-Generate-comprehensive-QC-summary-dashboard/run_analysis.sh
Quality_Control,QC-020-Run-cross-site-harmonization-QC-for,PLACEHOLDER,Yes,No,No,No,Yes,abide_pcp,No,None,site_comparison.png; combat_parameters.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Quality_Control/QC-020-Run-cross-site-harmonization-QC-for/run_analysis.sh
Real-time_Processing,RT-001-Set-up-real-time-fMRI-neurofeedback,PLACEHOLDER,Yes,No,No,No,No,None,No,None,feedback_timeseries.csv; performance_log.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Real-time_Processing/RT-001-Set-up-real-time-fMRI-neurofeedback/run_analysis.sh
Real-time_Processing,RT-002-Implement-incremental-GLM-for-online,PLACEHOLDER,Yes,No,No,No,No,None,No,None,online_zstats.csv; detection_timestamps.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Real-time_Processing/RT-002-Implement-incremental-GLM-for-online/run_analysis.sh
Real-time_Processing,RT-003-Perform-real-time-motion-correction-and,PLACEHOLDER,Yes,No,No,No,No,None,No,None,motion_params.csv; qa_flags.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Real-time_Processing/RT-003-Perform-real-time-motion-correction-and/run_analysis.sh
Real-time_Processing,RT-004-Run-online-ICA-for-real-time,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,clean_volumes.nii.gz; removed_components.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Real-time_Processing/RT-004-Run-online-ICA-for-real-time/run_analysis.sh
Real-time_Processing,RT-005-Implement-adaptive-task-difficulty-based,PLACEHOLDER,Yes,No,No,No,No,None,No,None,difficulty_log.csv; performance_curve.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Real-time_Processing/RT-005-Implement-adaptive-task-difficulty-based/run_analysis.sh
